Category,Subcategory,Item Name,ItemID,Catalog ID,Contract ID,contract total value,contract start date,contract end date,contract term,PurchaseID,User Name,UserID,Supplier Name,SupplierID,PurchaseDate,DeliveryDate,Quantity,Unit Price,TotalCost,CostCenter,GLAccount,Currency,Budget Owner,Budget,Budget Available,Department,Role,Country,Contact Number,Email,Rating,Avg Delivery Time,Lead Time,Reliability Score,Description,Specifications
Office Furniture,Office Chair,Herman Miller Aeron Chair,I082,CAT012,,,,,,PO154,Tony Hobbs,US062,Johnson and Sons,SUP052,5/19/2024,5/30/2024,3,228.79,686.37,CC84,GL15600,USD,Cathy Brown,1200000,1199702.22,Finance,Employee,UK,+44 8267103639,johnsonandsons@gmail.com,3.01,7,11,2.54,"The Herman Miller Aeron Chair is an iconic ergonomic office chair designed to provide superior comfort and support. It features a breathable mesh back, adjustable lumbar support, and a tilt mechanism for customized recline.","Specs: Breathable Pellicle mesh, 8Z Pellicle suspension, PostureFit sacral support, 4D armrests, tilt limiter."
Presentation Equipment,Projector,Panasonic PT-VZ580U,I109,CAT008,,,,,,PO155,Mark Parrish,US006,Walters-Baldwin,SUP048,5/30/2024,6/16/2024,9,235.61,2120.49,CC97,GL16900,USD,Alice Johnson,1100000,1089308.18,Assembly,Employee,France,+33 9904244355,walters-baldwin@gmail.com,3.99,4,7,4.69,"The Panasonic PT-VZ580U is a versatile WUXGA projector suitable for professional and educational applications. It offers high brightness, advanced connectivity, and long lamp life.","Specs: 5,000 lumens, 1920x1200 resolution, HDMI/VGA inputs, 20,000:1 contrast ratio, 5,000-hour lamp life."
Office Furniture,Office Chair,HON Ignition 2.0,I084,CAT006,,,,,,PO156,Sarah Miller,US083,Higgins-Rivera,SUP046,5/11/2024,5/13/2024,19,197.19,3746.61,CC92,GL16400,USD,Henry Hall,1300000,1298212.86,Marketing,Department Head,Japan,+81 7676848357,higgins-rivera@gmail.com,4.94,3,6,1.67,"The HON Ignition 2.0 is a mesh office chair that combines comfort and style. It features a breathable mesh back, adjustable lumbar support, and synchro-tilt control for customized support.","Specs: Mesh back and seat, adjustable lumbar support, synchro-tilt mechanism, height adjustment, padded armrests."
Computers & Electronics,Desktop Computer,Microsoft Surface Studio 2,I117,CAT016,,,,,,PO157,Jill Walls,US012,Martinez Inc,SUP056,1/14/2024,2/10/2024,11,63.12,694.32,CC90,GL16200,USD,Grace Moore,1550000,1542741.1,Warehouse,Procurement Manager,Brazil,+55 4434062877,martinezinc@gmail.com,2.43,7,12,2.66,"The Microsoft Surface Studio 2 is a powerful and innovative all-in-one desktop computer designed for creative professionals. It features a stunning display, advanced pen and touch capabilities, and high-performance components.","Specs: Intel Core i7 CPU, up to 32GB RAM, up to 2TB SSD, 28"" PixelSense Display, Surface Pen and Dial."
Office Furniture,Conference Table,Flash Furniture 6-Foot Bi-Fold Table,I094,CAT014,,,,,,PO158,Gregory Richards,US016,"Stone, Roberts and Peterson",SUP054,2/12/2024,2/29/2024,6,187.7,1126.2,CC84,GL15600,USD,Cathy Brown,1200000,1199380.68,Finance,Procurement Manager,UK,+44 5945476923,stonerobertsandpeterson@gmail.com,4.46,4,5,1.66,The Flash Furniture 6-Foot Bi-Fold Table is a versatile and portable conference table that can be easily stored or transported. It features a bi-fold design and a durable surface.,"Specs: Dimensions: 72"" L x 30"" W x 29.5"" H, bi-fold design, lightweight construction, carrying handle."
Office Furniture,Office Chair,Herman Miller Aeron Chair,I082,CAT013,,,,,,PO159,Emily Edwards,US084,Walters-Roberts,SUP053,2/19/2024,3/1/2024,20,85.94,1718.8,CC92,GL16400,USD,Henry Hall,1300000,1298014.8,Marketing,Employee,Germany,+49 9618804301,walters-roberts@gmail.com,2.14,10,13,4.95,"The Herman Miller Aeron Chair is an iconic ergonomic office chair designed to provide superior comfort and support. It features a breathable mesh back, adjustable lumbar support, and a tilt mechanism for customized recline.","Specs: Breathable Pellicle mesh, 8Z Pellicle suspension, PostureFit sacral support, 4D armrests, tilt limiter."
Presentation Equipment,Projector,BenQ HT2050A,I103,CAT013,,,,,,PO160,Haley Anderson,US058,Walters-Roberts,SUP053,2/17/2024,2/26/2024,10,240.68,2406.8,CC85,GL15700,USD,Cathy Brown,900000,888317.3,Finance,Employee,Germany,+49 9618804301,walters-roberts@gmail.com,2.14,10,13,4.95,"The BenQ HT2050A is a full HD home theater projector designed for immersive movie experiences. It features high brightness, deep contrast, and easy setup for optimal viewing.","Specs: 2,200 lumens, 1920x1080 resolution, 15,000:1 contrast ratio, dual HDMI inputs, vertical lens shift."
Computers & Electronics,Desktop Computer,Microsoft Surface Studio 2,I117,CAT009,,,,,,PO161,Natalie Powers,US007,"Anderson, Schultz and Cook",SUP049,2/6/2024,3/1/2024,19,242.54,4608.26,CC86,GL15800,USD,Cathy Brown,1600000,1587461.9,Finance,Employee,France,+33 9101817281,andersonschultzandcook@gmail.com,2.56,8,9,1.49,"The Microsoft Surface Studio 2 is a powerful and innovative all-in-one desktop computer designed for creative professionals. It features a stunning display, advanced pen and touch capabilities, and high-performance components.","Specs: Intel Core i7 CPU, up to 32GB RAM, up to 2TB SSD, 28"" PixelSense Display, Surface Pen and Dial."
Computers & Electronics,Printer,Epson EcoTank ET-4760,I125,CAT016,,,,,,PO162,Jessica Foley,US052,Martinez Inc,SUP056,5/30/2024,6/26/2024,16,175.9,2814.4,CC90,GL16200,USD,Grace Moore,1550000,1540803.36,Warehouse,Employee,Brazil,+55 4434062877,martinezinc@gmail.com,2.43,7,12,2.66,"The Epson EcoTank ET-4760 is a cartridge-free all-in-one inkjet printer designed for high-volume printing with low operating costs. It offers versatile printing, scanning, copying, and faxing capabilities, along with wireless connectivity.","Specs: Up to 4800x1200 dpi, auto duplex printing, wireless/Ethernet connectivity, 250-sheet tray, 2 years of ink included."
Computers & Electronics,Desktop Computer,CyberPowerPC Gamer Xtreme VR,I120,CAT010,,,,,,PO163,Mary Gross,US099,Thompson-Lopez,SUP050,2/20/2024,3/20/2024,14,243.09,3403.26,CC86,GL15800,USD,Cathy Brown,1600000,1592024.9,Finance,Department Head,India,+91 6273643202,thompson-lopez@gmail.com,2.68,8,9,4.91,The CyberPowerPC Gamer Xtreme VR is a powerful and customizable gaming desktop computer designed for virtual reality gaming. It offers high-performance components and advanced cooling features.,"Specs: Intel Core i7/i9 CPU, up to 64GB RAM, up to 2TB SSD, NVIDIA RTX 3080 GPU, Windows 10."
Networking Devices,Switch,Cisco Catalyst 2960-X Series,I132,CAT016,,,,,,PO164,Renee Colon,US077,Martinez Inc,SUP056,1/27/2024,2/4/2024,7,235.3,1647.1,CC95,GL16700,USD,Henry Hall,700000,699416.83,Marketing,Procurement Manager,Brazil,+55 4434062877,martinezinc@gmail.com,2.43,7,12,2.66,"The Cisco Catalyst 2960-X Series is a high-performance, enterprise-grade Ethernet switch designed for robust and secure network connectivity. It offers advanced features, scalability, and comprehensive security capabilities.","Specs: 24/48 Gigabit Ethernet ports, PoE+ support, stacking capability, IPv6 support, advanced QoS."
Networking Devices,Switch,Cisco Catalyst 2960-X Series,I132,CAT002,,,,,,PO165,Alexandra Perry,US038,Sanders-Callahan,SUP042,2/6/2024,2/12/2024,11,153.01,1683.11,CC91,GL16300,USD,Grace Moore,5500000,5499083.59,Warehouse,Procurement Manager,China,+86 5235528941,sanders-callahan@gmail.com,4.41,8,10,1.3,"The Cisco Catalyst 2960-X Series is a high-performance, enterprise-grade Ethernet switch designed for robust and secure network connectivity. It offers advanced features, scalability, and comprehensive security capabilities.","Specs: 24/48 Gigabit Ethernet ports, PoE+ support, stacking capability, IPv6 support, advanced QoS."
Office Furniture,Office Chair,IKEA Markus,I089,CAT002,,,,,,PO166,Mary Clay,US098,Sanders-Callahan,SUP042,4/30/2024,5/5/2024,7,58.94,412.58,CC88,GL16000,USD,Grace Moore,11000000,10999312.25,Warehouse,Employee,China,+86 5235528941,sanders-callahan@gmail.com,4.41,8,10,1.3,"The IKEA Markus is a budget-friendly office chair with a simple yet comfortable design. It features a mesh back, adjustable height, and a tilt mechanism for recline.","Specs: Mesh back, tilt mechanism, height adjustment, padded seat, fixed armrests."
Presentation Equipment,Projector,Epson Home Cinema 4010,I111,CAT016,,,,,,PO167,Anne Taylor,US013,Martinez Inc,SUP056,5/16/2024,6/7/2024,17,264.07,4489.19,CC93,GL16500,USD,Henry Hall,100000,81040.41,Marketing,Employee,Brazil,+55 4434062877,martinezinc@gmail.com,2.43,7,12,2.66,"The Epson Home Cinema 4010 is a 4K PRO-UHD projector designed for home theaters. It offers HDR support, advanced image processing, and a high contrast ratio for an immersive viewing experience.","Specs: 2,400 lumens, 4K PRO-UHD resolution, HDR support, 200,000:1 contrast ratio, HDMI/USB inputs."
Presentation Equipment,Projector,Anker Nebula Capsule II,I106,CAT015,,,,,,PO168,Donna Patrick,US067,"Martinez, Gordon and Allen",SUP055,5/11/2024,6/2/2024,6,147.26,883.56,CC102,GL17300,USD,Bob Lee,1200000,1193239.02,Production,Procurement Manager,China,+86 6866263271,martinezgordonandallen@gmail.com,2.26,5,10,3.26,"The Anker Nebula Capsule II is a portable and compact projector perfect for outdoor and travel use. It features Android TV, a built-in battery, and a sleek design.","Specs: 200 ANSI lumens, 720p resolution, Android TV 9.0, 4-hour battery life, HDMI input."
Office Furniture,Conference Table,Flash Furniture 6-Foot Bi-Fold Table,I094,CAT009,,,,,,PO169,Natalie Powers,US007,"Anderson, Schultz and Cook",SUP049,1/8/2024,1/27/2024,11,102.66,1129.26,CC84,GL15600,USD,Cathy Brown,1200000,1198864.58,Finance,Employee,France,+33 9101817281,andersonschultzandcook@gmail.com,2.56,8,9,1.49,The Flash Furniture 6-Foot Bi-Fold Table is a versatile and portable conference table that can be easily stored or transported. It features a bi-fold design and a durable surface.,"Specs: Dimensions: 72"" L x 30"" W x 29.5"" H, bi-fold design, lightweight construction, carrying handle."
Networking Devices,Switch,Ubiquiti UniFi Switch 8,I135,CAT014,,,,,,PO170,Patrick Copeland,US064,"Stone, Roberts and Peterson",SUP054,2/19/2024,3/20/2024,12,86.88,1042.56,CC95,GL16700,USD,Henry Hall,700000,699375.64,Marketing,Employee,UK,+44 5945476923,stonerobertsandpeterson@gmail.com,4.46,4,5,1.66,"The Ubiquiti UniFi Switch 8 is a managed Gigabit Ethernet switch designed for small and medium businesses. It offers advanced management features, PoE support, and seamless integration with the UniFi ecosystem.","Specs: 8 Gigabit Ethernet ports, 4 PoE ports, 124W PoE budget, UniFi controller management, Layer 2 switching."
Office Furniture,Conference Table,OFM Core Collection Table,I100,CAT005,,,,,,PO171,Vincent Graham,US014,"Adams, Martinez and Olson",SUP045,2/2/2024,2/16/2024,18,191.33,3443.94,CC92,GL16400,USD,Henry Hall,1300000,1296864.22,Marketing,Department Head,Germany,+49 6170924663,adamsmartinezandolson@gmail.com,2.15,6,8,3.07,The OFM Core Collection Table is a versatile and affordable conference table suitable for various office settings. It features a laminate surface and a sturdy metal frame,"Specs: Dimensions: 72"" L x 36"" W x 29.5"" H, laminate surface, metal frame, easy assembly."
Computers & Electronics,Printer,Dell S2830dn,I129,CAT013,,,,,,PO172,Linda Hansen,US034,Walters-Roberts,SUP053,1/9/2024,2/7/2024,20,210.32,4206.4,CC82,GL15300,USD,John Doe,1500000,1489595,Maintenance,Employee,Germany,+49 9618804301,walters-roberts@gmail.com,2.14,10,13,4.95,"The Dell S2830dn is a reliable and efficient monochrome laser printer designed for small and medium businesses. It offers fast printing speeds, high-quality output, and networking capabilities.","Specs: Up to 40 ppm, 1200x1200 dpi, Ethernet/USB connectivity, 350-sheet tray, automatic duplex printing."
Presentation Equipment,Projector,LG HU80KA 4K UHD,I107,CAT011,,,,,,PO173,Andre Glenn,US009,Gregory Ltd,SUP051,3/1/2024,3/29/2024,13,86.13,1119.69,CC89,GL16100,USD,Grace Moore,8500000,8486616.76,Warehouse,Procurement Manager,Australia,+61 3926452781,gregoryltd@gmail.com,3.69,9,12,1.29,"The LG HU80KA 4K UHD is a compact and versatile projector designed for home entertainment. It offers 4K resolution, HDR support, and a wide range of connectivity options.","Specs: 2,500 lumens, 3840x2160 resolution, HDR support, webOS smart platform, HDMI/USB inputs."
Computers & Electronics,Desktop Computer,ASUS ROG Strix G35,I116,CAT011,,,,,,PO174,Alicia Gilbert,US039,Gregory Ltd,SUP051,2/5/2024,3/4/2024,11,295.58,3251.38,CC94,GL16600,USD,Henry Hall,170000,162602.39,Marketing,Procurement Manager,Australia,+61 3926452781,gregoryltd@gmail.com,3.69,9,12,1.29,"The ASUS ROG Strix G35 is a high-performance gaming desktop computer designed for gamers and content creators. It offers powerful components, advanced cooling, and customizable lighting.","Specs: Intel Core i7/i9 CPU, up to 64GB RAM, up to 2TB SSD, NVIDIA RTX 3080 GPU, Windows 10."
Office Furniture,Conference Table,Safco Products Medina Table,I099,CAT016,,,,,,PO175,Larry Patton,US089,Martinez Inc,SUP056,3/23/2024,3/27/2024,6,190.7,1144.2,CC100,GL17200,USD,Bob Lee,1500000,1498833.42,Production,Department Head,Brazil,+55 4434062877,martinezinc@gmail.com,2.43,7,12,2.66,The Safco Products Medina Table is a contemporary conference table with a sleek design. It features a tempered glass top and a sturdy metal frame.,"Specs: Dimensions: 72"" L x 36"" W x 29.5"" H, tempered glass top, metal frame, cable management system."
Office Furniture,Conference Table,Safco Products Medina Table,I099,CAT015,,,,,,PO176,Kyle Johnson,US029,"Martinez, Gordon and Allen",SUP055,1/18/2024,1/20/2024,20,150.99,3019.8,CC96,GL16800,USD,Alice Johnson,1400000,1396111.4,Assembly,Procurement Manager,China,+86 6866263271,martinezgordonandallen@gmail.com,2.26,5,10,3.26,The Safco Products Medina Table is a contemporary conference table with a sleek design. It features a tempered glass top and a sturdy metal frame.,"Specs: Dimensions: 72"" L x 36"" W x 29.5"" H, tempered glass top, metal frame, cable management system."
Office Furniture,Office Chair,Sihoo Ergonomic Office Chair,I091,CAT007,,,,,,PO177,Alexandra Perry,US038,Moore-Williams,SUP047,5/21/2024,6/1/2024,14,142.58,1996.12,CC88,GL16000,USD,Grace Moore,11000000,10998681.76,Warehouse,Procurement Manager,Brazil,+55 5886325218,moore-williams@gmail.com,2.52,6,10,4.67,"The Sihoo Ergonomic Office Chair is a budget-friendly option that offers ergonomic features for long-term comfort. It features a breathable mesh back, adjustable lumbar support, and a tilt mechanism with tension control.","Specs: Mesh back, adjustable lumbar support, tilt mechanism, height adjustment, padded seat."
Computers & Electronics,Printer,Dell S2830dn,I129,CAT008,,,,,,PO178,Mark Parrish,US006,Walters-Baldwin,SUP048,6/4/2024,6/26/2024,19,207.12,3935.28,CC98,GL17000,USD,Alice Johnson,1800000,1790115.25,Assembly,Employee,France,+33 9904244355,walters-baldwin@gmail.com,3.99,4,7,4.69,"The Dell S2830dn is a reliable and efficient monochrome laser printer designed for small and medium businesses. It offers fast printing speeds, high-quality output, and networking capabilities.","Specs: Up to 40 ppm, 1200x1200 dpi, Ethernet/USB connectivity, 350-sheet tray, automatic duplex printing."
Presentation Equipment,Projector,Optoma UHD50X,I105,CAT002,,,,,,PO179,Teresa Hunter,US035,Sanders-Callahan,SUP042,1/17/2024,2/6/2024,11,51.54,566.94,CC102,GL17300,USD,Bob Lee,1200000,1188336.81,Production,Procurement Manager,China,+86 5235528941,sanders-callahan@gmail.com,4.41,8,10,1.3,"The Optoma UHD50X is a 4K UHD home theater projector designed for cinematic experiences. It features high brightness, HDR support, and advanced image processing for stunning visuals.","Specs: 3,400 lumens, 3840x2160 resolution, HDR support, 500,000:1 contrast ratio, vertical lens shift."
Office Furniture,Conference Table,Bush Business Furniture 96W Table,I095,CAT015,,,,,,PO180,Randy Salas,US025,"Martinez, Gordon and Allen",SUP055,1/23/2024,2/8/2024,8,58.68,469.44,CC92,GL16400,USD,Henry Hall,1300000,1298628.08,Marketing,Department Head,China,+86 6866263271,martinezgordonandallen@gmail.com,2.26,5,10,3.26,The Bush Business Furniture 96W Table is a large conference table suitable for meeting rooms and open workspaces. It features a modern design and a durable laminate surface.,"Specs: Dimensions: 96"" L x 42"" W x 29.5"" H, laminate surface, metal frame, cable management system."
Computers & Electronics,Desktop Computer,Intel NUC 10 Performance Kit,I121,CAT016,,,,,,PO181,Jennifer Hernandez,US024,Martinez Inc,SUP056,1/18/2024,2/4/2024,3,269.24,807.72,CC98,GL17000,USD,Alice Johnson,1800000,1798402.41,Assembly,Department Head,Brazil,+55 4434062877,martinezinc@gmail.com,2.43,7,12,2.66,"The Intel NUC 10 Performance Kit is a compact and powerful mini PC designed for versatile computing tasks. It offers high performance in a small form factor, making it ideal for home or office use.","Specs: Intel Core i7 CPU, up to 64GB RAM, up to 2TB SSD, Intel Iris Plus Graphics, Windows 10."
Computers & Electronics,Printer,Brother HL-L2350DW,I124,CAT006,,,,,,PO182,Frank Cook,US051,Higgins-Rivera,SUP046,2/21/2024,2/29/2024,6,161.77,970.62,CC86,GL15800,USD,Cathy Brown,1600000,1596844.78,Finance,Procurement Manager,Japan,+81 7676848357,higgins-rivera@gmail.com,4.94,3,6,1.67,"The Brother HL-L2350DW is a compact and efficient monochrome laser printer designed for home and small office use. It offers fast printing speeds, wireless connectivity, and high-quality output.","Specs: Up to 32 ppm, 2400x600 dpi, wireless/USB connectivity, 250-sheet tray, automatic duplex printing."
Presentation Equipment,Projector,ViewSonic PX701HD,I104,CAT004,,,,,,PO183,Jason Barnes,US060,Andrews-Ferguson,SUP044,2/26/2024,3/5/2024,4,172.45,689.8,CC85,GL15700,USD,Cathy Brown,900000,895996,Finance,Department Head,Australia,+61 7215765039,andrews-ferguson@gmail.com,4.41,8,10,1.64,"The ViewSonic PX701HD is a compact and portable projector suitable for business and home use. It offers full HD resolution, long lamp life, and easy connectivity options.","Specs: 3,500 lumens, 1920x1080 resolution, 15,000:1 contrast ratio, HDMI/VGA inputs, 6,000-hour lamp life."
Computers & Electronics,Printer,Epson EcoTank ET-4760,I125,CAT008,,,,,,PO184,Gloria King,US073,Walters-Baldwin,SUP048,1/8/2024,2/2/2024,17,290.12,4932.04,CC82,GL15300,USD,John Doe,1500000,1490228.57,Maintenance,Procurement Manager,France,+33 9904244355,walters-baldwin@gmail.com,3.99,4,7,4.69,"The Epson EcoTank ET-4760 is a cartridge-free all-in-one inkjet printer designed for high-volume printing with low operating costs. It offers versatile printing, scanning, copying, and faxing capabilities, along with wireless connectivity.","Specs: Up to 4800x1200 dpi, auto duplex printing, wireless/Ethernet connectivity, 250-sheet tray, 2 years of ink included."
Office Furniture,Conference Table,National Public Seating Table,I098,CAT011,,,,,,PO185,Devon Adams,US079,Gregory Ltd,SUP051,3/10/2024,3/28/2024,10,92.68,926.8,CC84,GL15600,USD,Cathy Brown,1200000,1198717.2,Finance,Employee,Australia,+61 3926452781,gregoryltd@gmail.com,3.69,9,12,1.29,The National Public Seating Table is a versatile and durable conference table suitable for various settings. It features a laminate surface and a sturdy metal frame.,"Specs: Dimensions: 72"" L x 36"" W x 29"" H, laminate surface, metal frame, easy assembly."
Presentation Equipment,Projector,Anker Nebula Capsule II,I106,CAT014,,,,,,PO186,Tony Hobbs,US062,"Stone, Roberts and Peterson",SUP054,3/28/2024,3/30/2024,8,151.36,1210.88,CC85,GL15700,USD,Cathy Brown,900000,890985.36,Finance,Employee,UK,+44 5945476923,stonerobertsandpeterson@gmail.com,4.46,4,5,1.66,"The Anker Nebula Capsule II is a portable and compact projector perfect for outdoor and travel use. It features Android TV, a built-in battery, and a sleek design.","Specs: 200 ANSI lumens, 720p resolution, Android TV 9.0, 4-hour battery life, HDMI input."
Networking Devices,Switch,Netgear GS105NA,I133,CAT009,,,,,,PO187,Stephanie Yoder,US069,"Anderson, Schultz and Cook",SUP049,4/22/2024,5/7/2024,4,199.28,797.12,CC95,GL16700,USD,Henry Hall,700000,699660.04,Marketing,Employee,France,+33 9101817281,andersonschultzandcook@gmail.com,2.56,8,9,1.49,The Netgear GS105NA is an unmanaged Gigabit Ethernet switch designed for simple and affordable network expansion. It offers plug-and-play installation and reliable connectivity for small networks.,"Specs: 5 Gigabit Ethernet ports, fanless design, desktop/wall-mount, auto MDI/MDI-X, plug-and-play."
Computers & Electronics,Desktop Computer,ASUS ROG Strix G35,I116,CAT010,,,,,,PO188,Carla Valencia,US019,Thompson-Lopez,SUP050,5/22/2024,6/9/2024,3,164.37,493.11,CC82,GL15300,USD,John Doe,1500000,1497982.47,Maintenance,Procurement Manager,India,+91 6273643202,thompson-lopez@gmail.com,2.68,8,9,4.91,"The ASUS ROG Strix G35 is a high-performance gaming desktop computer designed for gamers and content creators. It offers powerful components, advanced cooling, and customizable lighting.","Specs: Intel Core i7/i9 CPU, up to 64GB RAM, up to 2TB SSD, NVIDIA RTX 3080 GPU, Windows 10."
Presentation Equipment,Projector,LG HU80KA 4K UHD,I107,CAT015,,,,,,PO189,Nathan Koch,US010,"Martinez, Gordon and Allen",SUP055,5/11/2024,5/15/2024,1,145.46,145.46,CC89,GL16100,USD,Grace Moore,8500000,8498970.52,Warehouse,Procurement Manager,China,+86 6866263271,martinezgordonandallen@gmail.com,2.26,5,10,3.26,"The LG HU80KA 4K UHD is a compact and versatile projector designed for home entertainment. It offers 4K resolution, HDR support, and a wide range of connectivity options.","Specs: 2,500 lumens, 3840x2160 resolution, HDR support, webOS smart platform, HDMI/USB inputs."
Presentation Equipment,Projector,Epson PowerLite 1781W,I102,CAT016,,,,,,PO190,Renee Colon,US077,Martinez Inc,SUP056,3/6/2024,4/1/2024,11,143.82,1582.02,CC93,GL16500,USD,Henry Hall,100000,88637.77,Marketing,Procurement Manager,Brazil,+55 4434062877,martinezinc@gmail.com,2.43,7,12,2.66,The Epson PowerLite 1781W is a versatile and portable projector suitable for presentations and classrooms. It offers WXGA resolution and wireless connectivity for easy setup.,"Specs: 3,200 lumens, WXGA resolution, wireless connectivity, HDMI input, 10,000:1 contrast ratio."
Computers & Electronics,Printer,Canon PIXMA TR4520,I123,CAT007,,,,,,PO191,Ryan Green,US003,Moore-Williams,SUP047,1/2/2024,1/27/2024,14,85.18,1192.52,CC82,GL15300,USD,John Doe,1500000,1492601.42,Maintenance,Employee,Brazil,+55 5886325218,moore-williams@gmail.com,2.52,6,10,4.67,"The Canon PIXMA TR4520 is an all-in-one inkjet printer designed for home and small office use. It offers versatile printing, scanning, copying, and faxing capabilities, along with wireless connectivity.","Specs: Up to 4800x1200 dpi, auto duplex printing, wireless/USB connectivity, 100-sheet tray, LCD display."
Office Furniture,Office Chair,Ergohuman High Back Swivel Chair,I086,CAT004,,,,,,PO192,Carla Valencia,US019,Andrews-Ferguson,SUP044,1/6/2024,1/23/2024,11,182.05,2002.55,CC80,GL15500,USD,John Doe,100000,98937.07,Maintenance,Procurement Manager,Australia,+61 7215765039,andrews-ferguson@gmail.com,4.41,8,10,1.64,"The Ergohuman High Back Swivel Chair is an ergonomic office chair designed for superior comfort and support. It features a breathable mesh back, adjustable lumbar support, and a tilt mechanism with tension control.","Specs: Mesh back, adjustable lumbar support, synchro-tilt mechanism, height adjustment, padded armrests."
Computers & Electronics,Desktop Computer,Alienware Aurora R11,I119,CAT004,,,,,,PO193,William Boyd,US037,Andrews-Ferguson,SUP044,3/6/2024,3/20/2024,18,180.79,3254.22,CC86,GL15800,USD,Cathy Brown,1600000,1587624.28,Finance,Procurement Manager,Australia,+61 7215765039,andrews-ferguson@gmail.com,4.41,8,10,1.64,"The Alienware Aurora R11 is a high-performance gaming desktop computer designed for immersive gaming experiences. It features powerful components, advanced cooling, and customizable lighting.","Specs: Intel Core i7/i9 CPU, up to 64GB RAM, up to 2TB SSD, NVIDIA RTX 3090 GPU, Windows 10."
Networking Devices,Switch,TP-Link TL-SG108,I134,CAT005,,,,,,PO194,Emily Edwards,US084,"Adams, Martinez and Olson",SUP045,3/5/2024,4/2/2024,18,207.44,3733.92,CC95,GL16700,USD,Henry Hall,700000,698678.26,Marketing,Employee,Germany,+49 6170924663,adamsmartinezandolson@gmail.com,2.15,6,8,3.07,The TP-Link TL-SG108 is an unmanaged Gigabit Ethernet switch designed for easy and cost-effective network expansion. It offers reliable connectivity and energy-efficient performance.,"Specs: 8 Gigabit Ethernet ports, fanless design, desktop/wall-mount, auto MDI/MDI-X, plug-and-play."
Presentation Equipment,Projector,JVC DLA-NX5,I110,CAT013,,,,,,PO195,Corey Murphy,US086,Walters-Roberts,SUP053,3/25/2024,4/22/2024,16,167.11,2673.76,CC97,GL16900,USD,Alice Johnson,1100000,1081947.04,Assembly,Employee,Germany,+49 9618804301,walters-roberts@gmail.com,2.14,10,13,4.95,"The JVC DLA-NX5 is a high-end home theater projector designed for cinematic experiences. It features 4K resolution, HDR support, and advanced image processing for exceptional picture quality.","Specs: 1,800 lumens, 3840x2160 resolution, HDR support, 3D support, HDMI/USB inputs."
Networking Devices,Switch,Linksys LGS116P,I138,CAT011,,,,,,PO196,Andrew Parrish,US031,Gregory Ltd,SUP051,3/14/2024,4/1/2024,9,68.61,617.49,CC95,GL16700,USD,Henry Hall,700000,699400.6,Marketing,Procurement Manager,Australia,+61 3926452781,gregoryltd@gmail.com,3.69,9,12,1.29,The Linksys LGS116P is an unmanaged Gigabit Ethernet switch designed for small networks and PoE-powered devices. It offers reliable connectivity and PoE support for seamless device powering.,"Specs: 16 Gigabit Ethernet ports, 8 PoE ports, 58W PoE budget, fanless design, plug-and-play."
Office Furniture,Conference Table,Safco Products Medina Table,I099,CAT005,,,,,,PO197,Jessica Foley,US052,"Adams, Martinez and Olson",SUP045,4/4/2024,5/2/2024,5,57.11,285.55,CC88,GL16000,USD,Grace Moore,11000000,10999027.85,Warehouse,Employee,Germany,+49 6170924663,adamsmartinezandolson@gmail.com,2.15,6,8,3.07,The Safco Products Medina Table is a contemporary conference table with a sleek design. It features a tempered glass top and a sturdy metal frame.,"Specs: Dimensions: 72"" L x 36"" W x 29.5"" H, tempered glass top, metal frame, cable management system."
Computers & Electronics,Desktop Computer,ASUS ROG Strix G35,I116,CAT009,,,,,,PO198,Thomas Moore,US061,"Anderson, Schultz and Cook",SUP049,1/16/2024,2/15/2024,3,287.21,861.63,CC86,GL15800,USD,Cathy Brown,1600000,1597982.47,Finance,Procurement Manager,France,+33 9101817281,andersonschultzandcook@gmail.com,2.56,8,9,1.49,"The ASUS ROG Strix G35 is a high-performance gaming desktop computer designed for gamers and content creators. It offers powerful components, advanced cooling, and customizable lighting.","Specs: Intel Core i7/i9 CPU, up to 64GB RAM, up to 2TB SSD, NVIDIA RTX 3080 GPU, Windows 10."
Computers & Electronics,Printer,Xerox B210,I126,CAT011,,,,,,PO199,Elijah Bates,US071,Gregory Ltd,SUP051,2/10/2024,3/6/2024,19,149.15,2833.85,CC98,GL17000,USD,Alice Johnson,1800000,1788633.82,Assembly,Employee,Australia,+61 3926452781,gregoryltd@gmail.com,3.69,9,12,1.29,"The Xerox B210 is a compact and reliable monochrome laser printer designed for small and home offices. It offers fast printing speeds, high-quality output, and easy setup and maintenance.","Specs: Up to 31 ppm, 1200x1200 dpi, USB connectivity, 250-sheet tray, wireless networking optional."
Computers & Electronics,Desktop Computer,Apple iMac 27-inch,I113,CAT012,,,,,,PO200,Sarah Miller,US083,Johnson and Sons,SUP052,5/5/2024,5/14/2024,1,165.31,165.31,CC94,GL16600,USD,Henry Hall,170000,169421.84,Marketing,Department Head,UK,+44 8267103639,johnsonandsons@gmail.com,3.01,7,11,2.54,"The Apple iMac 27-inch is an all-in-one desktop computer with a stunning Retina 5K display. It offers powerful performance, sleek design, and macOS for seamless productivity.","Specs: Intel Core i5/i7 CPU, up to 64GB RAM, up to 4TB SSD, Retina 5K display, macOS."
